age	gender	diagnosis	year	nConsultations
30-49	M	Svangerskap, fodsel, prevensjon	2012	NA
30-49	M	Svangerskap, fodsel, prevensjon	2013	NA
30-49	M	Svangerskap, fodsel, prevensjon	2014	NA
30-49	M	Svangerskap, fodsel, prevensjon	2015	NA
30-49	M	Svangerskap, fodsel, prevensjon	2016	NA
30-49	M	Svangerskap, fodsel, prevensjon	2017	NA
30-49	M	Svangerskap, fodsel, prevensjon	2018	NA
30-49	M	Svangerskap, fodsel, prevensjon	2019	NA
30-49	M	Svangerskap, fodsel, prevensjon	2020	NA
30-49	M	Frykt for sykdom	2012	10802
30-49	M	Frykt for sykdom	2013	11087
30-49	M	Frykt for sykdom	2014	11020
30-49	M	Frykt for sykdom	2015	10902
30-49	M	Frykt for sykdom	2016	10101
30-49	M	Frykt for sykdom	2017	10818
30-49	M	Frykt for sykdom	2018	11185
30-49	M	Frykt for sykdom	2019	11862
30-49	M	Frykt for sykdom	2020	55946
30-49	M	Administrativ kontakt	2012	31682
30-49	M	Administrativ kontakt	2013	29802
30-49	M	Administrativ kontakt	2014	33989
30-49	M	Administrativ kontakt	2015	35453
30-49	M	Administrativ kontakt	2016	38436
30-49	M	Administrativ kontakt	2017	35491
30-49	M	Administrativ kontakt	2018	39918
30-49	M	Administrativ kontakt	2019	47313
30-49	M	Administrativ kontakt	2020	65708
30-49	M	Forebyggende kontakt	2012	10474
30-49	M	Forebyggende kontakt	2013	30288
30-49	M	Forebyggende kontakt	2014	30147
30-49	M	Forebyggende kontakt	2015	29816
30-49	M	Forebyggende kontakt	2016	28440
30-49	M	Forebyggende kontakt	2017	28826
30-49	M	Forebyggende kontakt	2018	27716
30-49	M	Forebyggende kontakt	2019	27271
30-49	M	Forebyggende kontakt	2020	28030
30-49	M	Andre diagnoser	2012	384343
30-49	M	Andre diagnoser	2013	364122
30-49	M	Andre diagnoser	2014	375355
30-49	M	Andre diagnoser	2015	371469
30-49	M	Andre diagnoser	2016	374565
30-49	M	Andre diagnoser	2017	379625
30-49	M	Andre diagnoser	2018	383254
30-49	M	Andre diagnoser	2019	390147
30-49	M	Andre diagnoser	2020	456188
30-49	F	Alle diagnoser	2012	2313868
30-49	F	Alle diagnoser	2013	2320413
30-49	F	Alle diagnoser	2014	2364723
30-49	F	Alle diagnoser	2015	2377029
30-49	F	Alle diagnoser	2016	2397283
30-49	F	Alle diagnoser	2017	2436341
30-49	F	Alle diagnoser	2018	2462286
30-49	F	Alle diagnoser	2019	2532110
30-49	F	Alle diagnoser	2020	2822329
30-49	F	Luftveisinfeksjoner, inkl. orebetennelse	2012	220761
30-49	F	Luftveisinfeksjoner, inkl. orebetennelse	2013	200755
30-49	F	Luftveisinfeksjoner, inkl. orebetennelse	2014	187168
30-49	F	Luftveisinfeksjoner, inkl. orebetennelse	2015	197020
30-49	F	Luftveisinfeksjoner, inkl. orebetennelse	2016	197884
30-49	F	Luftveisinfeksjoner, inkl. orebetennelse	2017	193378
30-49	F	Luftveisinfeksjoner, inkl. orebetennelse	2018	195143
30-49	F	Luftveisinfeksjoner, inkl. orebetennelse	2019	195200
30-49	F	Luftveisinfeksjoner, inkl. orebetennelse	2020	159571
30-49	F	Lokale smerter og betennelser	2012	214925
30-49	F	Lokale smerter og betennelser	2013	219197
30-49	F	Lokale smerter og betennelser	2014	223158
30-49	F	Lokale smerter og betennelser	2015	220672
30-49	F	Lokale smerter og betennelser	2016	217827
30-49	F	Lokale smerter og betennelser	2017	218948
30-49	F	Lokale smerter og betennelser	2018	209045
30-49	F	Lokale smerter og betennelser	2019	208817
30-49	F	Lokale smerter og betennelser	2020	212081
30-49	F	Ryggproblemer	2012	100178
30-49	F	Ryggproblemer	2013	101256
30-49	F	Ryggproblemer	2014	102979
30-49	F	Ryggproblemer	2015	102700
30-49	F	Ryggproblemer	2016	101558
30-49	F	Ryggproblemer	2017	103349
30-49	F	Ryggproblemer	2018	100724
30-49	F	Ryggproblemer	2019	102548
30-49	F	Ryggproblemer	2020	107500
30-49	F	Generelle smerter og muskelplager	2012	59474
30-49	F	Generelle smerter og muskelplager	2013	61735
30-49	F	Generelle smerter og muskelplager	2014	61742
30-49	F	Generelle smerter og muskelplager	2015	62707
30-49	F	Generelle smerter og muskelplager	2016	62799
30-49	F	Generelle smerter og muskelplager	2017	64387
30-49	F	Generelle smerter og muskelplager	2018	60912
30-49	F	Generelle smerter og muskelplager	2019	62133
30-49	F	Generelle smerter og muskelplager	2020	63301
30-49	F	Ledd- og giktsykdommer	2012	33980
30-49	F	Ledd- og giktsykdommer	2013	34007
30-49	F	Ledd- og giktsykdommer	2014	34497
30-49	F	Ledd- og giktsykdommer	2015	34888
30-49	F	Ledd- og giktsykdommer	2016	34821
30-49	F	Ledd- og giktsykdommer	2017	34853
30-49	F	Ledd- og giktsykdommer	2018	33440
30-49	F	Ledd- og giktsykdommer	2019	32668
30-49	F	Ledd- og giktsykdommer	2020	33569
30-49	F	Psykisk sykdom eller lidelse	2012	333385
30-49	F	Psykisk sykdom eller lidelse	2013	331789
30-49	F	Psykisk sykdom eller lidelse	2014	337410
30-49	F	Psykisk sykdom eller lidelse	2015	340681
30-49	F	Psykisk sykdom eller lidelse	2016	348614
30-49	F	Psykisk sykdom eller lidelse	2017	359759
30-49	F	Psykisk sykdom eller lidelse	2018	371707
30-49	F	Psykisk sykdom eller lidelse	2019	393116
30-49	F	Psykisk sykdom eller lidelse	2020	433846
30-49	F	Atopi, astma, allergi eller eksem	2012	57372
30-49	F	Atopi, astma, allergi eller eksem	2013	57029
30-49	F	Atopi, astma, allergi eller eksem	2014	61168
30-49	F	Atopi, astma, allergi eller eksem	2015	59493
30-49	F	Atopi, astma, allergi eller eksem	2016	58653
30-49	F	Atopi, astma, allergi eller eksem	2017	59906
30-49	F	Atopi, astma, allergi eller eksem	2018	60068
30-49	F	Atopi, astma, allergi eller eksem	2019	66524
30-49	F	Atopi, astma, allergi eller eksem	2020	72463
30-49	F	Hoyt blodtrykk	2012	33253
30-49	F	Hoyt blodtrykk	2013	33545
30-49	F	Hoyt blodtrykk	2014	30903
30-49	F	Hoyt blodtrykk	2015	28981
30-49	F	Hoyt blodtrykk	2016	28407
30-49	F	Hoyt blodtrykk	2017	26481
30-49	F	Hoyt blodtrykk	2018	25670
30-49	F	Hoyt blodtrykk	2019	25045
30-49	F	Hoyt blodtrykk	2020	24923
30-49	F	Hjertesykdom	2012	7928
30-49	F	Hjertesykdom	2013	8403
30-49	F	Hjertesykdom	2014	8000
30-49	F	Hjertesykdom	2015	7213
30-49	F	Hjertesykdom	2016	7161
30-49	F	Hjertesykdom	2017	7162
30-49	F	Hjertesykdom	2018	7115
30-49	F	Hjertesykdom	2019	7195
30-49	F	Hjertesykdom	2020	7498
30-49	F	Diabetes	2012	21032
30-49	F	Diabetes	2013	20780
30-49	F	Diabetes	2014	20579
30-49	F	Diabetes	2015	20773
30-49	F	Diabetes	2016	20069
30-49	F	Diabetes	2017	20826
30-49	F	Diabetes	2018	19818
30-49	F	Diabetes	2019	19538
30-49	F	Diabetes	2020	21571
30-49	F	Kreft	2012	12886
30-49	F	Kreft	2013	12750
30-49	F	Kreft	2014	13389
30-49	F	Kreft	2015	14033
30-49	F	Kreft	2016	15144
30-49	F	Kreft	2017	15607
30-49	F	Kreft	2018	15946
30-49	F	Kreft	2019	16425
30-49	F	Kreft	2020	19987
30-49	F	Underlivsplager hos kvinner	2012	74131
30-49	F	Underlivsplager hos kvinner	2013	77354
30-49	F	Underlivsplager hos kvinner	2014	79792
30-49	F	Underlivsplager hos kvinner	2015	78836
30-49	F	Underlivsplager hos kvinner	2016	79377
30-49	F	Underlivsplager hos kvinner	2017	83864
30-49	F	Underlivsplager hos kvinner	2018	86152
30-49	F	Underlivsplager hos kvinner	2019	88573
30-49	F	Underlivsplager hos kvinner	2020	93138
30-49	F	Funksjonelle mage-tarmplager	2012	80001
30-49	F	Funksjonelle mage-tarmplager	2013	81961
30-49	F	Funksjonelle mage-tarmplager	2014	87740
30-49	F	Funksjonelle mage-tarmplager	2015	86970
30-49	F	Funksjonelle mage-tarmplager	2016	89777
30-49	F	Funksjonelle mage-tarmplager	2017	91939
30-49	F	Funksjonelle mage-tarmplager	2018	93223
30-49	F	Funksjonelle mage-tarmplager	2019	97069
30-49	F	Funksjonelle mage-tarmplager	2020	101462
30-49	F	Hudinfeksjoner	2012	27540
30-49	F	Hudinfeksjoner	2013	27606
30-49	F	Hudinfeksjoner	2014	28343
30-49	F	Hudinfeksjoner	2015	28264
30-49	F	Hudinfeksjoner	2016	28498
30-49	F	Hudinfeksjoner	2017	29330
30-49	F	Hudinfeksjoner	2018	29778
30-49	F	Hudinfeksjoner	2019	30124
30-49	F	Hudinfeksjoner	2020	30625
30-49	F	Ulykker og skader	2012	50739
30-49	F	Ulykker og skader	2013	53366
30-49	F	Ulykker og skader	2014	52244
30-49	F	Ulykker og skader	2015	54140
30-49	F	Ulykker og skader	2016	56230
30-49	F	Ulykker og skader	2017	57084
30-49	F	Ulykker og skader	2018	59753
30-49	F	Ulykker og skader	2019	58625
30-49	F	Ulykker og skader	2020	57541
30-49	F	Medfodt sykdom eller feil	2012	3385
30-49	F	Medfodt sykdom eller feil	2013	3293
30-49	F	Medfodt sykdom eller feil	2014	3458
30-49	F	Medfodt sykdom eller feil	2015	3336
30-49	F	Medfodt sykdom eller feil	2016	3612
30-49	F	Medfodt sykdom eller feil	2017	3612
30-49	F	Medfodt sykdom eller feil	2018	3612
30-49	F	Medfodt sykdom eller feil	2019	3894
30-49	F	Medfodt sykdom eller feil	2020	3939
30-49	F	Svangerskap, fodsel, prevensjon	2012	284927
30-49	F	Svangerskap, fodsel, prevensjon	2013	282985
30-49	F	Svangerskap, fodsel, prevensjon	2014	282768
30-49	F	Svangerskap, fodsel, prevensjon	2015	286101
30-49	F	Svangerskap, fodsel, prevensjon	2016	285247
30-49	F	Svangerskap, fodsel, prevensjon	2017	281819
30-49	F	Svangerskap, fodsel, prevensjon	2018	287136
30-49	F	Svangerskap, fodsel, prevensjon	2019	285384
30-49	F	Svangerskap, fodsel, prevensjon	2020	311834
30-49	F	Frykt for sykdom	2012	12615
30-49	F	Frykt for sykdom	2013	13645
30-49	F	Frykt for sykdom	2014	13968
30-49	F	Frykt for sykdom	2015	13363
30-49	F	Frykt for sykdom	2016	13182
30-49	F	Frykt for sykdom	2017	13651
30-49	F	Frykt for sykdom	2018	13559
30-49	F	Frykt for sykdom	2019	14060
30-49	F	Frykt for sykdom	2020	85386
30-49	F	Administrativ kontakt	2012	27127
30-49	F	Administrativ kontakt	2013	27103
30-49	F	Administrativ kontakt	2014	31576
30-49	F	Administrativ kontakt	2015	32850
30-49	F	Administrativ kontakt	2016	35226
30-49	F	Administrativ kontakt	2017	36453
30-49	F	Administrativ kontakt	2018	51703
30-49	F	Administrativ kontakt	2019	74280
30-49	F	Administrativ kontakt	2020	114811
30-49	F	Forebyggende kontakt	2012	67184
30-49	F	Forebyggende kontakt	2013	85265
30-49	F	Forebyggende kontakt	2014	98395
30-49	F	Forebyggende kontakt	2015	98627
30-49	F	Forebyggende kontakt	2016	98115
30-49	F	Forebyggende kontakt	2017	105154
30-49	F	Forebyggende kontakt	2018	97938
30-49	F	Forebyggende kontakt	2019	93328
30-49	F	Forebyggende kontakt	2020	97008
30-49	F	Andre diagnoser	2012	591045
30-49	F	Andre diagnoser	2013	586589
30-49	F	Andre diagnoser	2014	605446
30-49	F	Andre diagnoser	2015	605381
30-49	F	Andre diagnoser	2016	615082
30-49	F	Andre diagnoser	2017	628779
30-49	F	Andre diagnoser	2018	639844
30-49	F	Andre diagnoser	2019	657564
30-49	F	Andre diagnoser	2020	770275
50-66	M	Alle diagnoser	2012	1496926
50-66	M	Alle diagnoser	2013	1486001
50-66	M	Alle diagnoser	2014	1487542
50-66	M	Alle diagnoser	2015	1503951
50-66	M	Alle diagnoser	2016	1527442
50-66	M	Alle diagnoser	2017	1535582
50-66	M	Alle diagnoser	2018	1546686
50-66	M	Alle diagnoser	2019	1575141
50-66	M	Alle diagnoser	2020	1681686
50-66	M	Luftveisinfeksjoner, inkl. orebetennelse	2012	94796
50-66	M	Luftveisinfeksjoner, inkl. orebetennelse	2013	88995
50-66	M	Luftveisinfeksjoner, inkl. orebetennelse	2014	79451
50-66	M	Luftveisinfeksjoner, inkl. orebetennelse	2015	91209
50-66	M	Luftveisinfeksjoner, inkl. orebetennelse	2016	86046
50-66	M	Luftveisinfeksjoner, inkl. orebetennelse	2017	89768
50-66	M	Luftveisinfeksjoner, inkl. orebetennelse	2018	92233
50-66	M	Luftveisinfeksjoner, inkl. orebetennelse	2019	90999
50-66	M	Luftveisinfeksjoner, inkl. orebetennelse	2020	61788
50-66	M	Lokale smerter og betennelser	2012	151944
50-66	M	Lokale smerter og betennelser	2013	155112
50-66	M	Lokale smerter og betennelser	2014	160119
50-66	M	Lokale smerter og betennelser	2015	163181
50-66	M	Lokale smerter og betennelser	2016	167944
50-66	M	Lokale smerter og betennelser	2017	169403
50-66	M	Lokale smerter og betennelser	2018	171718
50-66	M	Lokale smerter og betennelser	2019	175275
50-66	M	Lokale smerter og betennelser	2020	184691
50-66	M	Ryggproblemer	2012	68904
50-66	M	Ryggproblemer	2013	69586
50-66	M	Ryggproblemer	2014	73318
50-66	M	Ryggproblemer	2015	75748
50-66	M	Ryggproblemer	2016	76112
50-66	M	Ryggproblemer	2017	78188
50-66	M	Ryggproblemer	2018	79081
50-66	M	Ryggproblemer	2019	81331
50-66	M	Ryggproblemer	2020	88372
50-66	M	Generelle smerter og muskelplager	2012	14729
50-66	M	Generelle smerter og muskelplager	2013	14751
50-66	M	Generelle smerter og muskelplager	2014	14444
50-66	M	Generelle smerter og muskelplager	2015	14641
50-66	M	Generelle smerter og muskelplager	2016	15115
50-66	M	Generelle smerter og muskelplager	2017	15487
50-66	M	Generelle smerter og muskelplager	2018	15330
50-66	M	Generelle smerter og muskelplager	2019	16003
50-66	M	Generelle smerter og muskelplager	2020	16700
50-66	M	Ledd- og giktsykdommer	2012	38339
50-66	M	Ledd- og giktsykdommer	2013	39075
50-66	M	Ledd- og giktsykdommer	2014	40125
50-66	M	Ledd- og giktsykdommer	2015	42118
50-66	M	Ledd- og giktsykdommer	2016	43364
50-66	M	Ledd- og giktsykdommer	2017	43323
50-66	M	Ledd- og giktsykdommer	2018	41957
50-66	M	Ledd- og giktsykdommer	2019	41651
50-66	M	Ledd- og giktsykdommer	2020	42791
50-66	M	Psykisk sykdom eller lidelse	2012	131046
50-66	M	Psykisk sykdom eller lidelse	2013	133362
50-66	M	Psykisk sykdom eller lidelse	2014	134525
50-66	M	Psykisk sykdom eller lidelse	2015	138901
50-66	M	Psykisk sykdom eller lidelse	2016	141396
50-66	M	Psykisk sykdom eller lidelse	2017	144782
50-66	M	Psykisk sykdom eller lidelse	2018	146615
50-66	M	Psykisk sykdom eller lidelse	2019	151687
50-66	M	Psykisk sykdom eller lidelse	2020	164141
50-66	M	Atopi, astma, allergi eller eksem	2012	29153
50-66	M	Atopi, astma, allergi eller eksem	2013	29955
50-66	M	Atopi, astma, allergi eller eksem	2014	30823
50-66	M	Atopi, astma, allergi eller eksem	2015	32176
50-66	M	Atopi, astma, allergi eller eksem	2016	32695
50-66	M	Atopi, astma, allergi eller eksem	2017	34124
50-66	M	Atopi, astma, allergi eller eksem	2018	34143
50-66	M	Atopi, astma, allergi eller eksem	2019	36952
50-66	M	Atopi, astma, allergi eller eksem	2020	37698
50-66	M	Hoyt blodtrykk	2012	134098
50-66	M	Hoyt blodtrykk	2013	132115
50-66	M	Hoyt blodtrykk	2014	123082
50-66	M	Hoyt blodtrykk	2015	117043
50-66	M	Hoyt blodtrykk	2016	115673
50-66	M	Hoyt blodtrykk	2017	113372
50-66	M	Hoyt blodtrykk	2018	110123
50-66	M	Hoyt blodtrykk	2019	107852
50-66	M	Hoyt blodtrykk	2020	104803
50-66	M	Hjertesykdom	2012	119628
50-66	M	Hjertesykdom	2013	109412
50-66	M	Hjertesykdom	2014	98573
50-66	M	Hjertesykdom	2015	89116
50-66	M	Hjertesykdom	2016	83192
50-66	M	Hjertesykdom	2017	76828
50-66	M	Hjertesykdom	2018	72937
50-66	M	Hjertesykdom	2019	69735
50-66	M	Hjertesykdom	2020	69814
50-66	M	Diabetes	2012	81572
50-66	M	Diabetes	2013	79866
50-66	M	Diabetes	2014	82688
50-66	M	Diabetes	2015	85572
50-66	M	Diabetes	2016	87985
50-66	M	Diabetes	2017	92171
50-66	M	Diabetes	2018	90446
50-66	M	Diabetes	2019	92824
50-66	M	Diabetes	2020	99004
50-66	M	Kreft	2012	29152
50-66	M	Kreft	2013	29651
50-66	M	Kreft	2014	30387
50-66	M	Kreft	2015	31296
50-66	M	Kreft	2016	31332
50-66	M	Kreft	2017	31869
50-66	M	Kreft	2018	32590
50-66	M	Kreft	2019	32433
50-66	M	Kreft	2020	38516
50-66	M	Underlivsplager hos kvinner	2012	NA
50-66	M	Underlivsplager hos kvinner	2013	NA
50-66	M	Underlivsplager hos kvinner	2014	NA
50-66	M	Underlivsplager hos kvinner	2015	NA
50-66	M	Underlivsplager hos kvinner	2016	NA
50-66	M	Underlivsplager hos kvinner	2017	NA
50-66	M	Underlivsplager hos kvinner	2018	NA
50-66	M	Underlivsplager hos kvinner	2019	NA
50-66	M	Underlivsplager hos kvinner	2020	NA
50-66	M	Funksjonelle mage-tarmplager	2012	40321
50-66	M	Funksjonelle mage-tarmplager	2013	40005
50-66	M	Funksjonelle mage-tarmplager	2014	42180
50-66	M	Funksjonelle mage-tarmplager	2015	41128
50-66	M	Funksjonelle mage-tarmplager	2016	42558
50-66	M	Funksjonelle mage-tarmplager	2017	43160
50-66	M	Funksjonelle mage-tarmplager	2018	42871
50-66	M	Funksjonelle mage-tarmplager	2019	45448
50-66	M	Funksjonelle mage-tarmplager	2020	46886
50-66	M	Hudinfeksjoner	2012	22984
50-66	M	Hudinfeksjoner	2013	23315
50-66	M	Hudinfeksjoner	2014	23961
50-66	M	Hudinfeksjoner	2015	24171
50-66	M	Hudinfeksjoner	2016	24355
50-66	M	Hudinfeksjoner	2017	24975
50-66	M	Hudinfeksjoner	2018	25869
50-66	M	Hudinfeksjoner	2019	27006
50-66	M	Hudinfeksjoner	2020	26576
50-66	M	Ulykker og skader	2012	50972
50-66	M	Ulykker og skader	2013	52216
50-66	M	Ulykker og skader	2014	53681
50-66	M	Ulykker og skader	2015	55444
50-66	M	Ulykker og skader	2016	57389
50-66	M	Ulykker og skader	2017	57312
50-66	M	Ulykker og skader	2018	58994
50-66	M	Ulykker og skader	2019	58255
50-66	M	Ulykker og skader	2020	59656
50-66	M	Medfodt sykdom eller feil	2012	1450
50-66	M	Medfodt sykdom eller feil	2013	1666
50-66	M	Medfodt sykdom eller feil	2014	1525
50-66	M	Medfodt sykdom eller feil	2015	1554
50-66	M	Medfodt sykdom eller feil	2016	1581
50-66	M	Medfodt sykdom eller feil	2017	1709
50-66	M	Medfodt sykdom eller feil	2018	1897
50-66	M	Medfodt sykdom eller feil	2019	1885
50-66	M	Medfodt sykdom eller feil	2020	1907
50-66	M	Svangerskap, fodsel, prevensjon	2012	NA
50-66	M	Svangerskap, fodsel, prevensjon	2013	NA
50-66	M	Svangerskap, fodsel, prevensjon	2014	NA
50-66	M	Svangerskap, fodsel, prevensjon	2015	NA
50-66	M	Svangerskap, fodsel, prevensjon	2016	NA
50-66	M	Svangerskap, fodsel, prevensjon	2017	NA
50-66	M	Svangerskap, fodsel, prevensjon	2018	NA
50-66	M	Svangerskap, fodsel, prevensjon	2019	NA
50-66	M	Svangerskap, fodsel, prevensjon	2020	NA
50-66	M	Frykt for sykdom	2012	7302
50-66	M	Frykt for sykdom	2013	7259
50-66	M	Frykt for sykdom	2014	7241
50-66	M	Frykt for sykdom	2015	6738
50-66	M	Frykt for sykdom	2016	6467
50-66	M	Frykt for sykdom	2017	6564
50-66	M	Frykt for sykdom	2018	6731
50-66	M	Frykt for sykdom	2019	6808
50-66	M	Frykt for sykdom	2020	33050
50-66	M	Administrativ kontakt	2012	31321
50-66	M	Administrativ kontakt	2013	29740
50-66	M	Administrativ kontakt	2014	36226
50-66	M	Administrativ kontakt	2015	39051
50-66	M	Administrativ kontakt	2016	48192
50-66	M	Administrativ kontakt	2017	41784
50-66	M	Administrativ kontakt	2018	45303
50-66	M	Administrativ kontakt	2019	52662
50-66	M	Administrativ kontakt	2020	68070
50-66	M	Forebyggende kontakt	2012	12163
50-66	M	Forebyggende kontakt	2013	24797
50-66	M	Forebyggende kontakt	2014	26077
50-66	M	Forebyggende kontakt	2015	27323
50-66	M	Forebyggende kontakt	2016	28170
50-66	M	Forebyggende kontakt	2017	27764
50-66	M	Forebyggende kontakt	2018	28556
50-66	M	Forebyggende kontakt	2019	29029
50-66	M	Forebyggende kontakt	2020	32560
50-66	M	Andre diagnoser	2012	433622
50-66	M	Andre diagnoser	2013	422879
50-66	M	Andre diagnoser	2014	426687
50-66	M	Andre diagnoser	2015	424580
50-66	M	Andre diagnoser	2016	433804
50-66	M	Andre diagnoser	2017	437985
50-66	M	Andre diagnoser	2018	443212
50-66	M	Andre diagnoser	2019	450318
50-66	M	Andre diagnoser	2020	497508
50-66	F	Alle diagnoser	2012	1851838
50-66	F	Alle diagnoser	2013	1843263
50-66	F	Alle diagnoser	2014	1860687
50-66	F	Alle diagnoser	2015	1882432
50-66	F	Alle diagnoser	2016	1907273
50-66	F	Alle diagnoser	2017	1954730
50-66	F	Alle diagnoser	2018	1976787
50-66	F	Alle diagnoser	2019	2040789
50-66	F	Alle diagnoser	2020	2197244
50-66	F	Luftveisinfeksjoner, inkl. orebetennelse	2012	151965
50-66	F	Luftveisinfeksjoner, inkl. orebetennelse	2013	141758
50-66	F	Luftveisinfeksjoner, inkl. orebetennelse	2014	127620
50-66	F	Luftveisinfeksjoner, inkl. orebetennelse	2015	142357
50-66	F	Luftveisinfeksjoner, inkl. orebetennelse	2016	136467
50-66	F	Luftveisinfeksjoner, inkl. orebetennelse	2017	140801
50-66	F	Luftveisinfeksjoner, inkl. orebetennelse	2018	144380
50-66	F	Luftveisinfeksjoner, inkl. orebetennelse	2019	142691
50-66	F	Luftveisinfeksjoner, inkl. orebetennelse	2020	101096
50-66	F	Lokale smerter og betennelser	2012	199001
50-66	F	Lokale smerter og betennelser	2013	202474
50-66	F	Lokale smerter og betennelser	2014	207506
50-66	F	Lokale smerter og betennelser	2015	211812
50-66	F	Lokale smerter og betennelser	2016	214975
50-66	F	Lokale smerter og betennelser	2017	221297
50-66	F	Lokale smerter og betennelser	2018	219105
50-66	F	Lokale smerter og betennelser	2019	225723
50-66	F	Lokale smerter og betennelser	2020	233304
50-66	F	Ryggproblemer	2012	74576
50-66	F	Ryggproblemer	2013	75183
50-66	F	Ryggproblemer	2014	77131
50-66	F	Ryggproblemer	2015	78012
50-66	F	Ryggproblemer	2016	79216
50-66	F	Ryggproblemer	2017	81636
50-66	F	Ryggproblemer	2018	81050
50-66	F	Ryggproblemer	2019	85028
50-66	F	Ryggproblemer	2020	90370
50-66	F	Generelle smerter og muskelplager	2012	48351
50-66	F	Generelle smerter og muskelplager	2013	48665
50-66	F	Generelle smerter og muskelplager	2014	48797
50-66	F	Generelle smerter og muskelplager	2015	50090
50-66	F	Generelle smerter og muskelplager	2016	51683
50-66	F	Generelle smerter og muskelplager	2017	53708
50-66	F	Generelle smerter og muskelplager	2018	52102
50-66	F	Generelle smerter og muskelplager	2019	54437
50-66	F	Generelle smerter og muskelplager	2020	56341
50-66	F	Ledd- og giktsykdommer	2012	76323
50-66	F	Ledd- og giktsykdommer	2013	77756
50-66	F	Ledd- og giktsykdommer	2014	77965
50-66	F	Ledd- og giktsykdommer	2015	80481
50-66	F	Ledd- og giktsykdommer	2016	82384
50-66	F	Ledd- og giktsykdommer	2017	81277
50-66	F	Ledd- og giktsykdommer	2018	75555
50-66	F	Ledd- og giktsykdommer	2019	74939
50-66	F	Ledd- og giktsykdommer	2020	75870
50-66	F	Psykisk sykdom eller lidelse	2012	202823
50-66	F	Psykisk sykdom eller lidelse	2013	204849
50-66	F	Psykisk sykdom eller lidelse	2014	209205
50-66	F	Psykisk sykdom eller lidelse	2015	212959
50-66	F	Psykisk sykdom eller lidelse	2016	216835
50-66	F	Psykisk sykdom eller lidelse	2017	221849
50-66	F	Psykisk sykdom eller lidelse	2018	228197
50-66	F	Psykisk sykdom eller lidelse	2019	239380
50-66	F	Psykisk sykdom eller lidelse	2020	266611
50-66	F	Atopi, astma, allergi eller eksem	2012	44262
50-66	F	Atopi, astma, allergi eller eksem	2013	44542
50-66	F	Atopi, astma, allergi eller eksem	2014	46274
50-66	F	Atopi, astma, allergi eller eksem	2015	46980
50-66	F	Atopi, astma, allergi eller eksem	2016	47059
50-66	F	Atopi, astma, allergi eller eksem	2017	48166
50-66	F	Atopi, astma, allergi eller eksem	2018	48857
50-66	F	Atopi, astma, allergi eller eksem	2019	51960
50-66	F	Atopi, astma, allergi eller eksem	2020	55070
50-66	F	Hoyt blodtrykk	2012	120180
50-66	F	Hoyt blodtrykk	2013	115767
50-66	F	Hoyt blodtrykk	2014	105482
50-66	F	Hoyt blodtrykk	2015	99005
50-66	F	Hoyt blodtrykk	2016	95922
50-66	F	Hoyt blodtrykk	2017	93848
50-66	F	Hoyt blodtrykk	2018	90815
50-66	F	Hoyt blodtrykk	2019	89375
50-66	F	Hoyt blodtrykk	2020	88256
50-66	F	Hjertesykdom	2012	42438
50-66	F	Hjertesykdom	2013	39195
50-66	F	Hjertesykdom	2014	35656
50-66	F	Hjertesykdom	2015	31623
50-66	F	Hjertesykdom	2016	29971
50-66	F	Hjertesykdom	2017	27840
50-66	F	Hjertesykdom	2018	26622
50-66	F	Hjertesykdom	2019	26095
50-66	F	Hjertesykdom	2020	26056
50-66	F	Diabetes	2012	55084
50-66	F	Diabetes	2013	53554
50-66	F	Diabetes	2014	54789
50-66	F	Diabetes	2015	55449
50-66	F	Diabetes	2016	55583
50-66	F	Diabetes	2017	57823
50-66	F	Diabetes	2018	56971
50-66	F	Diabetes	2019	59477
50-66	F	Diabetes	2020	65005
50-66	F	Kreft	2012	33416
50-66	F	Kreft	2013	33776
50-66	F	Kreft	2014	35474
50-66	F	Kreft	2015	36830
50-66	F	Kreft	2016	38244
50-66	F	Kreft	2017	38645
50-66	F	Kreft	2018	39862
50-66	F	Kreft	2019	40530
50-66	F	Kreft	2020	45300
50-66	F	Underlivsplager hos kvinner	2012	32491
50-66	F	Underlivsplager hos kvinner	2013	33030
50-66	F	Underlivsplager hos kvinner	2014	35813
50-66	F	Underlivsplager hos kvinner	2015	34326
50-66	F	Underlivsplager hos kvinner	2016	34502
50-66	F	Underlivsplager hos kvinner	2017	36275
50-66	F	Underlivsplager hos kvinner	2018	37058
50-66	F	Underlivsplager hos kvinner	2019	40970
50-66	F	Underlivsplager hos kvinner	2020	43137
50-66	F	Funksjonelle mage-tarmplager	2012	64373
50-66	F	Funksjonelle mage-tarmplager	2013	64418
50-66	F	Funksjonelle mage-tarmplager	2014	67395
50-66	F	Funksjonelle mage-tarmplager	2015	67009
50-66	F	Funksjonelle mage-tarmplager	2016	69041
50-66	F	Funksjonelle mage-tarmplager	2017	70423
50-66	F	Funksjonelle mage-tarmplager	2018	72183
50-66	F	Funksjonelle mage-tarmplager	2019	76574
50-66	F	Funksjonelle mage-tarmplager	2020	79353
50-66	F	Hudinfeksjoner	2012	23588
50-66	F	Hudinfeksjoner	2013	23906
50-66	F	Hudinfeksjoner	2014	24421
50-66	F	Hudinfeksjoner	2015	24746
50-66	F	Hudinfeksjoner	2016	24556
50-66	F	Hudinfeksjoner	2017	25421
50-66	F	Hudinfeksjoner	2018	26557
